"","ID","CAMPAIGN","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","SITE_CODE","SAMPLE_DATE","SAMPLE_MATRIX","SAMPLE_SPECIES","SAMPLE_SPECIES_LIFESTAGE","SAMPLE_TISSUE","SAMPLE_REMARK","SAMPLING_METHOD","SAMPLING_DEPTH_VALUE","SAMPLING_DEPTH_UNIT","SAMPLING_REMARK","SAMPLING_PROTOCOL_ID","SUBSAMPLE","SAMPLE_ID_ORG","FRACTION","FRACTION_PROTOCOL_ID","EXTRACTION_METHOD","EXTRACTION_PROTOCOL_ID","ANALYTICAL_METHOD","ANALYTICAL_PROTOCOL_ID","DATA_TYPE","MEASURED_CATEGORY","MEASURED_TYPE","STRESSOR_NAME","CAS_RN","MEASURED_FLAG","MEASURED_VALUE","MEASURED_UNIT","LOQ_VALUE","LOQ_UNIT","LOD_VALUE","LOD_UNIT","MEASURED_REFERENCE_ID","ORGANISATION","ENTERED_BY.x","ENTERED_DATE.x","COMMENTS.x","YEAR","MONTH","SEASON","LOG_MEASURED_VALUE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_ID","SITE_GEOGRAPHIC_FEATURE_SUB","SITE_GEOGRAPHIC_FEATURE_SUB_ID","COUNTRY","AREA","LATITUDE","LONGITUDE","COORDINATE_SYSTEM","ALTITUDE_VALUE","ALTITUDE_UNIT","ENTERED_BY.y","ENTERED_DATE.y","COMMENTS.y"
"34",17515,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-42223",2004-11-04,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",3.5,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,81,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"DNV","UNKNOWN","2025-02-26","LOD/LOQ Missing",2004,11,"Fall",1.90848501887865,"Sandefjordsfjorden - SF-2 (2004) + 17m (2015)","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.1260300003015,10.2230200008705,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"35",105653,"Vm_ANNE","Aquatic","Marine/Salt Water","02.80-106046",2021-07-28,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.5,"m","Not relevant","NS-EN ISO 5667-19B",1,"1","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,11,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Rådgivende Biologer AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,7,"Summer",1.04139268515823,"Smaasaltskaar, C4","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",61.183620001276,4.80532001762048,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"36",33813,"Vm_ANNE","Aquatic","Freshwater","139-44883",1987-03-02,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,3.7,NA,NA,"µg/l",0.5,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,1987,3,"Spring",0.568201724066995,"Namsen ved Aasmulfossen (E8)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",64.6763994237531,12.676583392923,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"37",101252,"Vm_ANNE","Aquatic","Freshwater","123-102837",2021-12-09,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.05,"m","Not relevant","UKJENT",1,"439-2021-12100151","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.83,NA,NA,"µg/l",NA,"µg/l",1,"Rambøll Norge AS; Eurofins Environment Testing Norway AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,12,"Winter",-0.0809219076239261,"Vegbrubekken nedstroems E6","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.4231668843869,10.6205092914271,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"38",45404,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-56355",2005-10-06,"Sediment","Not relevant","Not relevant","Not relevant","Analysemetode (Eurofins): DS259/SM3120","Point",12.5,"m","Analysemetode (Eurofins): DS259/SM3120","NS-EN ISO 5667-19C",1,"1","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,41,"mg/kg dw",0,"mg/kg t.v.",1.7,"mg/kg t.v.",1,"NGI","UNKNOWN","2025-02-26",NA,2005,10,"Fall",1.61278385671974,"Indre Oslofjord, Paddehavet (Pa-20)","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.8732357331312,10.7633522377304,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"39",59002,"Vm_ANNE","Aquatic","Freshwater","002-79021",2015-06-14,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",NA,"m",NA,"NS-ISO 5667-6A",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.891,NA,NA,"µg/l",NA,"µg/l",1,"BB AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2015,6,"Summer",-0.0501222959631252,"Hunnselva","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",60.7229857518797,10.611971810367,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"40",48660,"Vm_ANNE","Aquatic","Freshwater","063-58804",2018-11-05,"Fresh water","Not relevant","Not relevant","Not relevant","Mysteøyri","Point",NA,"m","Mysteøyri","UKJENT",1,"18_9774_  1","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 15586","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.27,NA,0.1,"µg/l",0.05,"µg/l",1,"VestfoldLAB AS","UNKNOWN","2025-02-26",NA,2018,11,"Fall",-0.568636235841013,"Ekso ved Mysteroeyri (VK1)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",60.7355715994708,5.80387023791389,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"41",111619,"Vm_ANNE","Aquatic","Marine/Salt Water","03.20-110667",2022-06-09,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",5,"m","Not relevant","NS-EN ISO 5667-19C",1,"1","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,20,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"COWI AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2022,6,"Summer",1.30102999566398,"K-sed 4","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",63.4323966088433,10.38573946079,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"42",27161,"Vm_ANNE","Aquatic","Freshwater","139-44651",1985-03-04,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,10,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",1985,3,"Spring",1,"Daudsjoebekken (B4)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",64.6391541799631,13.1078532248576,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"43",62739,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-80568",2014-09-16,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",36.5,"m",NA,"NS-EN ISO 5667-19C",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,302.474,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"University of Gothenburg","UNKNOWN","2025-02-26","LOD/LOQ Missing",2014,9,"Fall",2.48068804959405,"Iddefjorden, I1418G","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.1137709672462,11.3415288870178,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"44",34674,"Vm_ANNE","Aquatic","Freshwater","164-44892",2017-09-14,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-ISO 5667-6:2014-1",1,"F","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,17.8,NA,NA,"µg/l",NA,"µg/l",1,"COWI AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2017,9,"Fall",1.25042000230889,"Langvatnet, utloep Hellarmo","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",67.1684504795466,15.8874938929938,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"45",94383,"Vm_ANNE","Aquatic","Freshwater","022-97955",2018-12-19,"Fresh water","Not relevant","Not relevant","Not relevant","EKSTERN_EF -  - Filtrert","Point",0,"m","EKSTERN_EF -  - Filtrert","NS-ISO 5667-6:2014-1",1,"Filtrert","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.18,NA,0.05,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,2018,12,"Winter",-0.744727494896694,"Flegemyrbekken nedstroems trase","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.0820425198347,7.60571728018554,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"46",103866,"Vm_ANNE","Aquatic","Marine/Salt Water","03.20-104268",2021-05-04,"Salt water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.5,"m","Not relevant","NS-ISO 5667-9A",1,"St 3 vann","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8","<",0.5,NA,NA,"µg/l",NA,"µg/l",1,"Rambøll Norge AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,5,"Spring",-0.301029995663981,"Deponi Ottersbo St 3 (DO3)","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",63.707560042782,9.79839998410038,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"47",60263,"Vm_ANNE","Biota","Biota/Aquatic","01.01-79534",2010-10-11,"Biota","Mytilus edulis","Not relevant","Soft Body Part",NA,"Point",NA,"m",NA,"UKJENT",1,"226052","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.31,"mg/kg ww",0.1,"mg/kg v.v.",0.03,"mg/kg v.v.",1,"NIVA","UNKNOWN","2025-02-26",NA,2010,10,"Fall",0.117271295655764,"Indre Oslofjord, Bygdoeynes","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.8979100009175,10.6895199996176,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"48",23171,"Vm_ANNE","Aquatic","Freshwater","307-44558",2003-02-18,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.42,NA,NA,"µg/l",0.5,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,2003,2,"Winter",0.152288344383056,"Vektaren, utloep Vektarbotn (St.11)","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",64.912880000818,13.5569000004791,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"49",41107,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-51332",2019-10-09,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",3,"m","Not relevant","UKJENT",1,"439-2020-10220314","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,13,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"NIRAS Norge AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2019,10,"Fall",1.11394335230684,"Indre Drammensfjord, Stroemsoeloepet 20","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.7325461403139,10.2240069034335,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"50",23149,"Vm_ANNE","Aquatic","Freshwater","307-44558",2001-08-23,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",0,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,2.1,NA,NA,"µg/l",0.5,"µg/l",1,"NIVA","UNKNOWN","2025-02-26",NA,2001,8,"Summer",0.322219294733919,"Vektaren, utloep Vektarbotn (St.11)","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",64.912880000818,13.5569000004791,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"51",50953,"Vm_ANNE","Aquatic","Freshwater","124-60991",2015-06-10,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",NA,"m",NA,"NS-ISO 5667-6A",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.1,NA,NA,"µg/l",NA,"µg/l",1,"Golder Associates AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2015,6,"Summer",0.0413926851582251,"Romelva ved skytefeltets grense (L11T)","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.3957900343567,11.0582611558609,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"52",102726,"Vm_ANNE","Aquatic","Freshwater","007-103361",2021-02-11,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",0.05,"m","Not relevant","NS-ISO 5667-6:2014-1",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,3,NA,NA,"µg/l",NA,"µg/l",1,"Rambøll","UNKNOWN","2025-02-26","LOD/LOQ Missing",2021,2,"Winter",0.477121254719662,"MAe-1a","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",59.954682414221,10.6476841797787,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"53",75309,"Vm_ANNE","Aquatic","Marine/Salt Water","03.03-86586",2020-01-26,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,20.4,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Åkerblå AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,1,"Winter",1.3096301674259,"Naustneset","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",62.9405700012602,8.08182000084562,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"54",114083,"Vm_ANNE","Aquatic","Marine/Salt Water","02.61-112751",2023-03-22,"Salt water","Not relevant","Not relevant","Not relevant","Not relevant","Point",320,"m","Not relevant","NS-ISO 5667-9A",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8","<",3,NA,NA,"µg/l",NA,"µg/l",1,"COWI AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,3,"Spring",0.477121254719662,"Soerfjorden, Naustvika","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",60.4351758468503,5.58168141963703,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"55",107766,"Vm_ANNE","Aquatic","Freshwater","028-107301",2020-08-31,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",7.75,"m","Not relevant","UKJENT",1,"4-1","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.1,NA,NA,"µg/l",NA,"µg/l",1,"Eurofins Environment Testing Norway AS (Moss)","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,8,"Summer",0.0413926851582251,"Tilloepsbekk nord, Ytre Kydlansvatnet","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.6791857073447,5.98398637176196,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"56",163,"Vm_ANNE","Aquatic","Freshwater","005-27842",2010-12-16,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",1,"m",NA,"NS-ISO 5667-4A",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885:2009","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,2.65,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2010,12,"Winter",0.423245873936808,"Gjersjoeen","Lake, pond, pool, reservoir",4,"Water column, pelagic zone",4,"NO","NR",59.7911832793719,10.7817580161789,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"57",101527,"Vm_ANNE","Aquatic","Freshwater","123-102849",2019-12-09,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8","<",1,NA,NA,"µg/l",NA,"µg/l",1,"Multiconsult","UNKNOWN","2025-02-26","LOD/LOQ Missing",2019,12,"Winter",0,"Hestmarkbekken oppstroems E6","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.414538084862,10.8282872741602,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"58",66677,"Vm_ANNE","Biota","Biota/Aquatic","02.61-82112",2016-10-18,"Biota","Gadus morhua","Not relevant","Liver","Gadus morhua","Point",NA,"m","Gadus morhua","UKJENT",1,"239756","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,8.3,"mg/kg ww",0.02,"mg/kg v.v.",0,"mg/kg v.v.",1,"NIVA","UNKNOWN","2025-02-26",NA,2016,10,"Fall",0.919078092376074,"Bergen havn","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",60.3966032887253,5.27071260542922,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"59",59594,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-79078",2023-09-26,"Salt water","Not relevant","Not relevant","Not relevant","Metode: DS/EN ISO 17294m:2016","Point",60,"m","Metode: DS/EN ISO 17294m:2016","UKJENT",1,"439-2023-09260657","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8","<",0.5,NA,NA,"µg/l",NA,"µg/l",1,"NIRAS NORGE AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2023,9,"Fall",-0.301029995663981,"Indre Drammensfjorden, DH2","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.7180993113593,10.2893873734522,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"60",86765,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-93298",2016-02-23,"Sediment","Not relevant","Not relevant","Not relevant","EPA 200.7, ISO 11885, EPA 6010, SM 3120","Point",5,"m","EPA 200.7, ISO 11885, EPA 6010, SM 3120","NS-EN ISO 5667-19B",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,6.98,"mg/kg dw",0.1,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Multiconsult Norge AS","UNKNOWN","2025-02-26",NA,2016,2,"Winter",0.843855422623161,"Innseiling Moss, ST 11","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.4175705601177,10.6420735565586,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"61",64742,"Vm_ANNE","Aquatic","Marine/Salt Water","02.40-81015",2022-02-15,"Salt water","Not relevant","Not relevant","Not relevant","Not relevant","Point",10.25,"m","Not relevant","UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,1.1,NA,NA,"µg/l",NA,"µg/l",1,"Geode Consult AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2022,2,"Winter",0.0413926851582251,"Joessingfjorden","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",58.3163000014602,6.33450000405948,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"62",105710,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-106088",2020-08-07,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",5,"m","Not relevant","NS-EN ISO 5667-19C",1,"0","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,5.64,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"COWI AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,8,"Summer",0.751279103983342,"HIP, Horten Indre havn, HIP-23","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.4240795775914,10.4840007647017,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"63",113318,"Vm_ANNE","Aquatic","Marine/Salt Water","03.64-112031",2022-07-18,"Sediment","Not relevant","Not relevant","Not relevant","Underleverandør for analyse: Nemko Norlab AS","Point",0.5,"m","Underleverandør for analyse: Nemko Norlab AS","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,10,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Sea Eco AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2022,7,"Summer",1,"Fiskefjorden","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",68.5232300009098,16.1253199993829,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"64",63276,"Vm_ANNE","Biota","Biota/Aquatic","03.61-80751",2021-11-01,"Biota","Mytilus edulis","Not relevant","Soft Body Part","EKSTERN_EF","Point",NA,"m","EKSTERN_EF","UKJENT",1,"246565","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.7,"mg/kg ww",0.1,"mg/kg v.v.",NA,"mg/kg v.v.",1,"NIVA","UNKNOWN","2025-02-26",NA,2021,11,"Fall",-0.154901959985743,"Vefsnfjorden, Aasmulen","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",65.8936300007058,13.1554100004658,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"65",24263,"Vm_ANNE","Aquatic","Freshwater","121-44587",2007-01-15,"Fresh water","Not relevant","Not relevant","Not relevant",NA,"Point",NA,"m",NA,"UKJENT",1,"No information/not reported","Total",1,"Not relevant",1,"Not relevant","UKJENT","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,509,NA,NA,"µg/l",NA,"µg/l",1,"NIVA","UNKNOWN","2025-02-26","LOD/LOQ Missing",2007,1,"Winter",2.70671778233676,"Skaraaa (Raubekken) ved inntak kraftverk","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",63.1379700013951,9.71108000083206,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"66",64875,"Vm_ANNE","Aquatic","Marine/Salt Water","01.01-81087",2011-05-19,"Sediment","Not relevant","Not relevant","Not relevant",NA,"Point",7.5,"m",NA,"NS-EN ISO 5667-19C",1,"N00151362","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 11885:2009","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,102,"mg/kg dw",0.1,"mg/kg t.v.",0,"mg/kg t.v.",1,"ALS AS","UNKNOWN","2025-02-26",NA,2011,5,"Spring",2.00860017176192,"Horten Indre havn, S18","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.4304538715561,10.4892218545684,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"67",82491,"Vm_ANNE","Aquatic","Marine/Salt Water","02.42-91602",2019-01-09,"Sediment","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","NS-EN ISO 5667-19B",1,"Stasjonsverdi","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,29,"mg/kg dw",NA,"mg/kg t.v.",NA,"mg/kg t.v.",1,"Åkerblå AS","UNKNOWN","2025-02-26","LOD/LOQ Missing",2019,1,"Winter",1.46239799789896,"Lauplandsholmen, LAU-3","Coastal, fjord",6,"Water column, pelagic zone",4,"NO","NR",59.1741200008032,5.47018001111595,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
"68",89185,"Vm_ANNE","Aquatic","Freshwater","024-95195",2020-09-24,"Fresh water","Not relevant","Not relevant","Not relevant","Not relevant","Point",NA,"m","Not relevant","UKJENT",1,"434-2020-0925-009","Total",1,"Not relevant",1,"Not relevant","NS-EN ISO 17294-2:2016","Stressor","External","Concentration","Kobber","CAS_7440-50-8",NA,0.7,NA,NA,"µg/l",NA,"µg/l",1,"Norconsult","UNKNOWN","2025-02-26","LOD/LOQ Missing",2020,9,"Fall",-0.154901959985743,"Roeyskaar inn","River, stream, canal",3,"Water column, pelagic zone",4,"NO","NR",58.2024795540807,7.03706197862379,"WGS 84","NR","NR","UNKNOWN","2025-02-26","Converted from UTM33N automatically by ConvertR"
